Customer ID,Recency,Frequency,Monetary
14026,105,2,713.11
14028,185,3,10396.5
14030,1,14,5902.2
14031,0,27,23712.31
14032,1,6,1874.68
14033,190,1,109.44
14035,41,4,1428.7
14037,113,4,689.75
14038,32,2,1509.5
14039,210,1,115.08000000000001
14040,21,23,9030.65
14042,360,1,431.98
14043,126,2,304.25
14044,53,6,2470.28
14045,8,13,9653.279999999999
14047,7,10,2946.42
14048,17,2,338.76
14049,22,9,7557.3099999999995
14051,1,15,6823.610000000001
14052,25,1,255.45
14053,32,2,312.05
14055,212,2,795.3199999999999
14057,16,5,2190.88
14058,97,2,469.19
14060,1,13,3378.66
14061,142,3,917.4300000000001
14062,9,12,15139.35
14063,73,9,22710.2
14064,65,10,1978.68
14065,24,3,891.02
14068,238,3,1262.52
14069,149,2,230.06
14070,319,1,326.55
14072,301,1,390.85
14074,258,1,219.39999999999998
14075,38,3,792.61
14077,30,1,115.66
14078,8,4,643.26
14079,317,1,243.63
14080,48,4,1070.08
14081,4,9,4435.58
14082,27,1,231.10999999999999
14083,6,3,388.83
14084,147,1,150.5
14085,3,16,5656.43
14086,97,1,39.95
14087,39,2,651.8
14088,41,3,13544.99
14091,289,2,9530.08
14092,9,10,3152.54
14094,74,1,335.22
14095,357,1,2.95
14097,116,2,422.85999999999996
14099,10,9,2661.54
14101,23,7,3985.14
14104,24,3,555.37
14105,43,4,4722.6
14106,372,1,214.79999999999998
14107,83,4,2174.07
14108,366,2,447.05
14110,70,21,7304.8
14112,86,6,2919.44
14113,10,12,5252.1900000000005
14114,30,5,977.5600000000001
14115,136,2,622.6700000000001
14118,63,1,458.45
14119,10,2,183.37
14122,41,3,362.42
14123,368,1,436.18
14126,79,1,466.33000000000004
14127,15,3,1190.3700000000001
14128,186,1,286.71
14129,34,4,1467.48
14130,10,3,1398.81
14131,283,1,187.87
14133,368,1,305.5
14134,17,15,11123.35
14135,2,11,4953.61
14136,35,5,1570.81
14137,330,1,332.7
14139,125,3,670.98
14142,8,2,671.34
14144,121,1,30.599999999999998
14145,94,3,3857.85
14146,18,7,5259.3
14147,23,7,2106.8
14148,49,1,309.09000000000003
14151,308,2,679.45
14152,22,5,1376.05
14153,118,1,233.4
14154,16,6,5115.08
14156,6,102,196566.74
14157,24,3,569.9
14159,14,9,3245.0
14160,245,7,8421.47
14161,4,5,2208.36
14163,97,1,148.71
14166,140,2,256.85
14167,99,4,721.65
14168,55,2,370.45
14169,65,2,624.4300000000001
14170,10,3,597.33
14171,365,1,135.0
14172,240,3,402.72
14173,276,2,135.16
14175,53,5,4456.58
14176,2,2,339.11
14177,16,9,1669.93
14180,7,9,1570.73
14181,45,2,310.55
14182,78,4,678.77
14183,46,2,286.29
14186,62,5,1550.63
14187,108,1,123.5
14189,3,2,1160.31
14190,301,1,79.9
14191,29,2,132.9
14192,23,1,293.74
14193,31,1,356.8
14194,27,15,7321.07
14195,74,4,1603.6
14197,45,1,390.05
14198,35,5,868.33
14199,58,3,906.3
14200,252,1,379.2
14201,44,3,446.1
14202,16,3,847.76
14203,32,1,339.34
14204,57,3,901.9300000000001
14205,29,7,1947.5
14206,23,2,856.85
14207,322,1,157.8
14208,186,1,415.31
14209,20,9,2919.84
14210,6,11,3955.6800000000003
14211,46,9,2161.19
14212,80,1,1119.6599999999999
14213,39,1,1192.2
14215,3,4,1626.61
14216,49,1,310.74
14217,1,7,1411.91
14219,44,2,543.89
14220,202,2,882.5999999999999
14221,84,8,3084.69
14224,25,5,847.78
14225,69,4,2037.02
14226,76,1,770.34
14227,49,5,3017.75
14228,72,3,745.5
14229,38,4,1046.84
14230,70,3,979.8000000000001
14231,85,1,309.91
14233,100,3,1441.55
14235,133,4,1573.1299999999999
14236,7,4,1253.78
14237,8,2,471.14
14238,297,2,287.38
14239,66,10,1882.3200000000002
14240,58,1,357.15
14241,331,1,120.0
14243,0,8,4842.28
14244,295,1,366.41999999999996
14247,39,4,635.89
14248,94,2,730.37
14249,45,12,5625.461
14252,16,1,350.99
14253,128,2,363.40000000000003
14254,67,1,601.03
14255,181,1,1000.63
14256,126,3,1504.93
14257,15,4,2854.73
14258,30,16,19381.36
14260,106,3,824.28
14263,58,1,322.93
14264,14,4,1183.39
14265,99,2,843.17
14266,63,1,40.56
14268,105,1,354.85
14269,74,1,295.73
14271,44,1,106.81
14272,197,2,482.85
14274,321,1,256.6
14275,30,6,1189.3799999999999
14276,42,4,982.94
14277,46,6,13009.61
14278,44,1,205.83
14279,155,2,191.86
14281,43,1,245.15
14282,2,11,4120.32
14283,98,4,628.4399999999999
14284,288,1,704.4
14285,148,4,1374.41
14286,39,4,3851.0099999999998
14290,48,3,2201.91
14291,15,12,4020.85
14292,45,7,4354.32
14293,3,6,2221.37
14294,42,1,375.34
14295,73,4,2196.71
14296,56,2,456.40000000000003
14298,10,38,39667.19
14299,0,19,10533.87
14301,51,3,1352.04
14302,65,3,742.9000000000001
14303,42,2,277.94
14304,14,2,1341.56
14306,13,4,1058.0800000000002
14307,8,5,2075.31
14308,184,2,1147.02
14309,48,2,1428.28
14310,67,1,492.1
14311,202,1,206.19
14312,13,5,1478.7
14314,65,1,109.80000000000001
14315,199,2,716.69
14316,57,5,1370.34
14318,95,1,158.02
14319,59,1,494.85
14320,181,3,868.96
14321,66,2,687.3100000000001
14322,64,4,474.1
14324,44,2,701.61
14325,204,1,245.48000000000002
14326,98,2,757.13
14327,17,5,1583.28
14328,73,1,445.05
14329,10,8,4912.38
14330,258,1,200.63
14332,16,2,1077.2
14334,60,4,1766.27
14338,171,1,339.88
14339,63,1,310.75
14341,55,10,2285.04
14342,67,2,249.88
14343,56,4,1088.91
14344,2,14,2443.77
14346,60,3,1294.17
14347,371,1,82.6
14350,15,2,689.1
14353,45,2,285.9
14355,0,3,840.0500000000001
14358,24,2,400.06
14361,213,1,214.70999999999998
14363,37,2,227.47000000000003
14365,29,2,634.68
14366,160,1,136.0
14369,277,2,469.13
14370,85,6,1175.78
14372,78,2,860.08
14374,176,1,108.0
14375,85,2,875.31
14376,318,1,215.46
14378,256,1,131.25
14379,28,2,920.81
14380,317,1,48.96
14381,86,1,428.65999999999997
14382,25,1,620.73
14384,135,1,58.5
14388,7,9,3488.16
14389,59,3,854.55
14390,7,5,1747.01
14391,211,1,135.6
14392,67,1,266.4
14394,199,1,93.8
14395,7,12,4700.3
14396,6,6,1633.94
14398,36,2,707.79
14399,29,8,2113.16
14400,43,2,1157.77
14401,59,9,2744.42
14402,287,1,285.6
14403,224,2,404.7
14404,4,8,1424.79
14405,21,1,195.0
14408,106,4,1503.2400000000002
14409,3,5,1696.64
14410,11,2,1546.07
14412,59,1,656.16
14413,45,3,647.67
14414,9,1,902.35
14415,14,10,6191.32
14417,22,1,604.2
14419,17,1,202.85
14420,31,3,1251.65
14421,147,4,1656.26
14422,9,13,6007.88
14423,72,2,651.41
14425,69,3,661.39
14426,38,7,7246.27
14427,129,2,900.1800000000001
14429,38,1,516.28
14430,146,3,1220.9
14431,14,3,2143.84
14433,100,1,289.6
14435,136,1,90.42
14436,188,1,182.64000000000001
14437,0,5,895.84
14439,78,4,6781.8
14440,0,9,4281.05
14441,9,7,2898.8
14442,49,5,3777.2
14443,3,2,966.27
14444,91,1,132.04
14445,90,1,221.65
14446,21,1,201.73
14447,35,1,548.5
14449,7,5,1575.7
14450,14,4,645.19
14451,24,10,2646.18
14452,30,2,401.15
14454,11,5,977.3
14455,67,4,628.21
14458,15,1,237.42
14459,286,1,3537.821
14460,31,6,659.16
14461,17,10,4610.44
14462,67,1,265.99
14463,134,1,256.95
14464,203,2,111.0
14465,63,8,2887.4100000000003
14466,7,7,2374.5
14467,24,8,1622.23
14468,368,1,204.24
14469,51,4,2112.21
14470,65,1,250.85
14471,226,2,400.95
14472,324,1,291.38
14474,214,1,730.42
14475,43,1,225.3
14477,71,3,660.0
14478,17,4,1276.66
14479,0,3,982.86
14480,37,3,1020.47
14481,42,3,1674.98
14482,14,6,2289.76
14483,371,1,120.0
14484,36,3,749.0600000000001
14486,146,2,175.5
14487,3,2,257.28000000000003
14489,72,3,1111.55
14490,41,2,1273.47
14491,7,1,127.2
14492,65,7,1921.91
14493,25,5,2746.91
14494,36,2,261.9
14495,294,1,51.0
14496,8,6,2129.42
14497,308,1,221.69
14498,36,5,1953.95
14499,9,4,1323.65
14505,39,11,6096.2
14506,4,3,1278.5
14507,13,5,1901.25
14508,11,3,598.52
14509,169,1,110.95
14510,10,3,1007.28
14512,18,5,948.19
14513,71,3,332.42
14514,71,6,3543.63
14515,22,6,1647.17
14516,151,1,163.92
14519,318,2,206.09
14521,126,1,199.45000000000002
14522,230,4,784.08
14524,44,4,1066.03
14525,63,8,3908.44
14526,24,1,262.4
14527,0,69,19283.48
14530,31,10,3271.4900000000002
14531,114,1,376.34
14532,46,7,2926.33
14533,42,4,1516.65
14534,32,8,1824.06
14535,30,6,3166.54
14537,258,1,285.84000000000003
14538,165,3,982.59
14540,14,8,2799.08
14541,51,6,1038.03
14543,15,23,11276.44
14544,105,1,957.98
14545,309,1,349.25
14546,11,6,2619.81
14548,119,7,1974.69
14549,55,3,627.3100000000001
14550,23,2,587.69
14551,46,5,693.81
14552,15,2,346.21
14553,46,4,982.27
14555,16,4,1991.49
14556,231,3,835.34
14558,289,3,655.5
14559,25,1,75.6
14560,14,22,3876.2599999999998
14562,25,8,1654.63
14563,144,2,679.44
14564,69,2,2605.62
14565,108,1,760.1
14566,52,3,2660.0
14568,70,1,919.7
14569,87,3,371.59
14570,78,1,395.69
14571,60,1,161.65
14572,52,4,2782.34
14573,7,5,968.0
14574,367,1,143.70000000000002
14575,123,1,460.71
14576,7,1,35.400000000000006
14577,29,3,514.54
14579,67,1,105.56
14580,153,1,14.850000000000001
14581,179,1,295.2
14583,18,3,728.48
14584,56,4,705.65
14585,17,4,986.22
14588,213,1,135.39
14589,6,1,39.75
14590,59,20,3006.62
14593,32,9,3094.02
14594,8,1,255.0
14595,88,2,423.85
14596,261,1,229.47
14597,14,4,1318.3899999999999
14598,204,1,162.07
14599,25,2,474.54
14600,28,1,471.84000000000003
14602,291,1,205.35999999999999
14604,268,1,143.85999999999999
14605,9,4,937.16
14606,1,102,18704.41
14607,102,8,7568.13
14608,14,7,1567.79
14609,25,6,884.64
14610,30,2,24.35
14611,78,2,604.3299999999999
14612,50,1,877.7
14613,315,1,76.32000000000001
14614,21,1,295.13
14615,29,5,951.76
14616,20,2,121.7
14617,37,2,190.47000000000003
14618,11,4,788.88
14619,176,1,896.8000000000001
14621,146,4,1212.21
14623,15,5,1170.33
14624,50,4,588.22
14625,9,9,3598.25
14626,30,7,2619.65
14627,14,1,462.75
14628,77,3,1326.04
14630,119,1,338.65
14631,21,3,1018.71
14634,72,4,2124.46
14635,88,1,215.22
14637,312,1,106.67999999999999
14639,43,3,1994.47
14640,44,4,1541.98
14643,252,3,986.08
14644,49,5,1416.96
14645,269,1,279.8
14646,9,78,248396.5
14647,158,1,276.75
14648,51,15,4546.86
14649,17,5,2358.02
14650,223,1,62.5
14651,29,7,1379.52
14653,148,5,1666.99
14654,373,1,246.86
14655,23,3,1946.28
14656,50,3,523.6
14657,64,2,612.65
14662,62,3,645.16
14663,65,2,490.6
14665,62,2,913.95
14667,0,31,12685.94
14668,80,1,111.63
14669,268,4,1973.94
14670,367,1,190.47
14671,184,2,1127.45
14672,150,2,347.59
14673,2,3,1674.41
14674,144,1,173.66
14675,23,1,462.15
14676,29,6,5808.55
14677,227,1,184.91
14678,214,1,403.39
14679,16,3,1289.44
14680,6,43,28658.66
14681,22,3,376.20000000000005
14682,63,4,1462.81
14683,223,1,146.56
14684,25,1,232.27
14685,211,8,4619.79
14686,49,5,885.83
14687,35,2,773.6800000000001
14688,8,8,2082.7
14690,27,2,422.63
14692,15,8,1153.54
14693,60,6,992.46
14694,252,1,244.31
14695,154,3,1620.07
14696,8,2,688.95
14699,70,3,593.47
14700,50,2,880.96
14701,77,6,2012.72
14702,0,13,3462.08
14704,59,2,266.66
14706,253,1,390.69
14707,70,2,139.2
14708,3,3,1085.91
14709,14,12,3965.29
14710,14,9,1316.46
14712,53,1,411.0
14713,0,11,2752.5099999999998
14714,42,3,746.05
14715,77,4,973.0699999999999
14716,79,1,235.77
14717,368,1,81.3
14718,45,1,226.42
14721,14,1,115.77
14722,112,2,325.45
14723,6,7,934.76
14724,225,1,345.25
14725,29,3,597.16
14726,289,1,124.75
14727,181,2,199.35
14728,48,1,190.58
14729,8,3,593.89
14732,27,11,2814.58
14733,2,4,6599.06
14734,60,4,1056.42
14735,23,24,6174.47
14736,120,2,401.08
14737,35,1,2389.62
14738,195,2,507.45
14739,2,19,8385.22
14740,44,8,2712.85
14741,7,2,497.25
14742,70,1,579.85
14743,227,1,50.48
14744,1,8,2785.1
14745,136,7,1351.55
14746,41,4,593.5
14748,3,7,1736.57
14749,114,1,310.15
14750,371,1,112.03
14751,319,2,126.45
14753,95,1,306.36
14754,60,4,912.4300000000001
14755,16,14,4962.27
14756,17,2,1914.8
14758,31,3,1380.9099999999999
14761,79,1,192.02
14762,261,1,117.05000000000001
14766,1,6,4082.76
14767,109,1,382.81
14769,25,9,5097.13
14770,102,6,2761.2200000000003
14771,256,2,594.62
14773,227,1,140.55
14774,163,1,241.45
14775,7,1,406.56
14776,22,4,1170.0
14777,38,1,307.56
14783,294,1,307.3
14784,24,1,159.94
14786,185,1,90.96
14787,106,1,110.65
14788,231,1,476.88
14790,9,6,1781.56
14791,241,1,303.63
14793,170,1,396.91
14794,37,3,633.99
14796,1,11,2867.15
14797,142,1,300.31
14798,16,5,550.5699999999999
14799,372,1,180.45
14800,4,6,3434.58
14802,73,2,1502.98
14805,39,3,549.99
14806,74,1,110.03999999999999
14807,25,2,519.29
14809,256,2,686.76
14810,4,3,449.14
14811,22,1,170.5
14812,233,1,185.8
14813,4,4,935.44
14814,216,1,160.46
14817,30,5,2849.52
14818,93,3,512.61
14819,129,2,198.09
14820,15,5,767.47
14821,1,7,1237.65
14822,120,1,157.70000000000002
14824,14,6,2895.2000000000003
14825,3,13,2698.17
14826,216,2,385.2
14828,23,10,7699.7
14829,7,4,995.29
14831,315,3,1676.57
14832,265,1,322.69
14833,133,1,94.8
14834,42,1,485.86
14835,163,2,297.0
14837,77,5,1810.82
14838,58,2,773.6700000000001
14839,53,3,915.28
14840,174,1,299.86
14841,9,8,3867.2400000000002
14843,71,1,211.79999999999998
14844,65,6,3512.62
14845,234,1,150.0
14846,62,1,437.4
14847,42,2,1039.55
14848,39,1,310.56
14849,8,21,7832.91
14850,52,6,1468.26
14851,265,1,318.06
14852,59,12,3310.4900000000002
14853,58,3,901.0699999999999
14854,25,4,1563.03
14855,109,5,5874.65
14857,77,5,2478.731
14858,140,1,180.75
14859,189,1,351.9
14861,15,9,1254.94
14865,7,3,77.52000000000001
14866,1,8,6460.32
14867,30,13,2241.78
14868,15,4,1230.42
14869,23,4,2078.54
14870,48,5,1511.7
14871,128,5,736.59
14872,118,3,816.6
14873,268,1,334.45
14874,170,1,116.18
14875,76,1,1397.08
14876,156,2,256.7
14877,53,2,437.0
14878,11,16,2619.7000000000003
14879,319,1,185.06
14882,25,12,3038.4500000000003
14884,304,1,120.6
14885,62,2,832.8
14890,253,2,691.6
14891,51,2,552.35
14892,325,1,202.35000000000002
14893,252,1,571.76
14894,78,2,837.0600000000001
14895,18,18,13980.83
14896,0,7,1623.65
14897,44,4,1774.16
14898,6,9,2204.29
14899,30,1,1384.88
14900,157,1,13.919999999999998
14901,1,5,868.36
14902,30,2,702.96
14904,43,2,615.2
14905,9,6,1355.24
14906,80,1,68.44
14907,2,10,2664.69
14908,98,1,104.10000000000001
14909,72,3,1404.68
14911,0,205,152147.57
14912,36,4,1021.4
14913,23,4,2845.7
14915,10,9,1503.77
14916,66,4,1773.97
14917,231,2,1123.75
14918,39,7,4345.66
14919,174,1,359.35
14920,200,1,629.4
14922,28,2,843.74
14924,245,2,620.96
14926,16,2,359.4
14927,31,1,308.2
14928,262,1,223.91000000000003
14929,56,1,612.8100000000001
14930,105,3,2873.77
14932,0,2,666.13
14933,78,4,1770.0
14934,13,3,1612.56
14935,254,1,1065.12
14936,25,4,4273.79
14938,197,2,2322.43
14940,52,2,531.49
14941,213,1,182.1
14942,36,4,746.56
14943,298,1,107.62
14944,24,7,3884.42
14945,48,1,179.4
14947,23,4,758.97
14949,104,4,515.0
14952,31,21,9529.86
14953,53,3,723.95
14954,338,1,167.27
14955,367,1,163.77
14956,56,1,1325.0
14957,279,1,274.8
14958,230,3,458.26
14961,14,13,9365.47
14962,174,3,240.21000000000004
14963,14,7,1676.68
14966,22,5,924.5200000000001
14967,76,5,1518.81
14968,93,1,357.4
14969,338,1,906.23
14970,44,8,3327.29
14972,16,1,30.300000000000004
14975,56,1,192.45
14977,360,1,31.929999999999996
14978,65,5,1210.72
14979,370,1,439.46
14980,372,1,150.68
14981,58,1,270.8
14982,207,1,237.78
14983,324,1,183.20000000000002
14984,23,4,1058.1399999999999
14986,11,2,566.9
14987,0,7,1387.4499999999998
14988,15,6,1732.06
14989,296,1,342.4
14990,247,2,305.42
14991,65,1,314.67
14992,77,1,210.5
14993,198,1,36.13
14994,17,5,960.63
14996,116,2,442.28999999999996
14997,290,1,230.4
14998,63,2,340.86
14999,227,1,129.48000000000002
15001,29,2,230.85999999999999
15002,2,6,3175.52
15003,108,6,1060.7
15005,1,29,7789.63
15006,88,1,323.05
15008,115,2,360.0
15011,30,2,416.6
15012,8,2,437.58
15013,122,10,1641.3
15015,136,13,2365.02
15016,28,4,460.26
15018,2,1,111.25
15020,14,1,203.42
15021,1,4,869.01
15022,312,1,281.05
15023,4,10,5367.92
15024,2,8,2414.18
15025,203,1,636.08
15026,10,2,592.61
15027,30,6,2129.45
15028,3,3,530.58
15029,254,1,365.1
15030,15,6,1461.63
15031,29,10,2488.44
15032,1,7,8821.55
15034,21,6,4004.79
15037,11,2,402.51
15038,4,4,604.37
15039,3,47,20116.99
15040,176,1,7.49
15041,79,1,113.67
15042,230,1,179.52
15043,98,5,2336.7999999999997
15044,14,18,8504.1
15046,60,10,2598.62
15048,3,1,98.7
15050,56,2,2411.7
15051,14,6,2543.55
15055,109,3,560.07
15056,155,1,133.45
15057,78,3,1766.46
15058,11,5,1285.04
15059,11,10,2185.85
15061,2,86,83284.38
15062,58,4,1597.76
15064,45,4,1254.41
15065,45,1,168.73
15067,48,2,2133.12
15068,53,2,623.49
15070,7,3,737.0500000000001
15071,21,2,473.49
15072,114,1,187.51999999999998
15073,35,5,1744.61
15074,64,2,817.46
15076,127,2,566.89
15077,129,2,2428.08
15078,3,23,8018.77
15079,0,8,2871.74
15080,62,2,546.25
15081,2,8,1460.92
15082,303,1,93.35000000000001
15084,14,2,965.2
15085,364,1,347.54
15086,199,2,218.53
15091,309,2,565.9
15092,97,1,318.65
15093,7,18,9729.09
15094,98,2,83.0
15095,55,6,1771.04
15097,218,2,660.27
15100,1,6,2018.6999999999998
15101,150,4,1160.41
15102,165,2,554.67
15105,65,2,795.98
15107,7,4,620.85
15109,214,2,498.15000000000003
15110,38,2,509.75
15111,7,3,1163.39
15112,246,1,209.4
15114,18,2,639.56
15115,367,1,191.74
15117,83,3,934.19
15122,57,8,2863.69
15123,56,3,2456.86
15124,111,2,266.63
15125,114,9,5496.39
15126,171,2,449.49
15127,154,1,304.97
15128,65,1,312.68
15129,20,12,3412.78
15131,29,1,80.28
15133,17,2,824.48
15134,16,2,208.3
15135,191,1,166.63
15137,155,2,823.4
15138,28,1,502.52
15140,77,1,889.44
15141,92,7,1388.47
15142,45,5,2121.18
15143,67,1,304.18
15144,14,12,5579.87
15149,211,4,1033.81
15150,91,3,3686.61
15151,58,2,2085.61
15152,336,1,518.14
15154,113,2,1091.99
15155,18,1,383.96999999999997
15157,204,2,718.04
15158,36,1,204.62
15159,30,4,3475.7200000000003
15160,9,3,431.11
15161,23,1,119.92
15162,366,1,312.9
15164,24,6,1225.8700000000001
15165,8,1,487.75
15166,102,1,167.16
15167,42,4,1496.67
15169,17,2,569.22
15170,41,1,81.15
15173,15,7,1494.6
15174,45,1,345.71
15176,302,1,988.04
15177,60,1,948.93
15179,27,8,5284.97
15180,2,3,816.9300000000001
15181,55,2,510.72
15182,20,9,2376.1020000000003
15183,182,3,639.93
15184,22,2,283.19
15186,109,3,991.7900000000001
15188,360,1,310.43
15189,16,5,1298.99
15190,69,1,834.4399999999999
15191,98,3,588.05
15192,0,3,937.07
15194,3,14,4811.16
15196,67,2,316.25
15197,29,3,797.9
15198,43,3,377.71
15199,9,6,1853.7
15200,129,1,549.05
15201,74,2,606.4100000000001
15202,55,3,6001.49
15203,25,9,2572.38
15207,51,3,683.9200000000001
15208,58,1,100.4
15209,365,1,178.98000000000002
15210,13,2,845.01
15211,0,1,383.07
15212,11,1,106.47999999999999
15215,28,4,1687.49
15216,253,1,389.49
15217,198,1,426.24
15218,24,11,5759.68
15219,283,1,379.7
15221,1,4,2062.2000000000003
15222,107,10,2965.91
15223,244,3,662.2
15224,147,3,549.28
15227,31,4,1269.0900000000001
15228,63,2,2193.56
15229,221,1,160.5
15231,256,1,250.26
15233,36,1,59.400000000000006
15235,4,6,690.3000000000001
15240,9,7,2753.41
15241,65,3,1293.72
15242,57,1,302.04
15243,70,1,610.6
15244,301,1,280.51
15245,37,5,2095.0
15246,190,1,266.25
15247,112,2,620.06
15248,46,3,1893.93
15249,65,5,2577.54
15250,275,1,60.0
15251,49,10,9839.55
15252,56,3,1362.63
15253,38,3,1136.89
15254,181,2,787.99
15255,31,8,2838.57
15256,196,1,71.95
15257,49,1,368.75
15259,147,4,1182.3799999999999
15260,7,20,7377.46
15261,16,3,1253.18
15262,15,2,239.87
15264,165,1,454.66
15265,239,2,1839.52
15266,14,4,732.91
15268,113,3,961.9000000000001
15269,15,2,816.56
15270,35,14,6145.37
15271,0,10,2202.4700000000003
15272,85,4,1363.54
15273,234,1,228.96
15276,29,3,514.22
15277,60,1,220.44
15278,196,4,496.15999999999997
15279,15,4,1290.03
15280,123,2,293.09999999999997
15281,13,7,6211.42
15282,205,1,348.59
15283,25,3,148.33
15284,135,1,24.75
15285,42,1,94.92
15287,14,3,369.34000000000003
15288,0,6,1576.6100000000001
15289,93,2,653.3100000000001
15290,28,8,2553.06
15291,8,26,9178.26
15293,300,1,247.5
15294,45,1,233.35
15295,289,1,217.23999999999998
15296,55,6,6669.97
15298,1,12,4659.47
15299,7,6,3484.5299999999997
15301,3,6,2533.09
15302,365,1,308.0
15303,200,2,650.16
15304,3,2,225.15
15305,190,1,93.6
15306,135,6,2310.38
15309,245,4,797.96
15310,113,1,1634.64
15311,0,121,56003.26
15312,18,8,2005.3400000000001
15314,48,2,492.47999999999996
15317,312,1,129.75
15321,72,9,3961.42
15322,111,1,711.18
15323,197,3,434.6
15324,336,1,140.22000000000003
15325,30,7,1439.72
15326,244,4,1388.81
15328,42,1,107.24
15329,9,8,1934.63
15331,134,3,767.91
15332,1,6,4892.68
15336,36,1,240.5
15337,46,1,373.02
15338,312,1,283.43
15339,56,5,1253.77
15340,196,1,105.5
15341,84,1,382.2
15346,60,2,343.7
15347,1,4,1162.0
15350,8,2,547.6
15351,4,4,1778.18
15352,183,1,114.95
15353,2,6,2398.93
15354,238,3,284.4
15356,3,4,698.45
15358,0,22,8703.210000000001
15359,297,8,181.35
15361,161,3,270.15000000000003
15362,83,2,613.08
15363,7,2,678.11
15365,38,6,2242.81
15366,44,5,1786.57
15367,53,7,3203.74
15368,29,1,275.8
15369,127,11,6251.26
15370,45,1,1352.96
15371,297,1,59.400000000000006
15372,85,7,4009.66
15373,6,6,1005.48
15374,259,1,139.32
15375,325,1,60.959999999999994
15377,17,4,1211.75
15378,97,2,246.5
15379,35,1,1174.55
15380,0,7,1788.8
15381,58,3,1293.72
15382,9,6,7777.84
15384,16,2,1385.38
15385,27,2,625.2
15387,127,1,468.65
15389,35,4,2233.8
15390,31,2,1216.66
15391,219,1,289.87
15392,9,3,1376.0900000000001
15393,202,3,659.48
15394,30,7,3103.26
15396,218,1,508.20000000000005
15400,55,3,586.1
15401,87,2,216.95000000000002
15402,22,4,1203.77
15403,126,2,170.88
15404,10,1,257.06
15405,211,1,310.74
15406,88,2,465.15999999999997
15409,356,1,131.25
15410,203,2,1234.88
15413,326,5,6798.72
15416,113,3,588.5
15418,60,2,452.32
15420,69,6,743.0
15421,20,6,2854.98
15422,14,5,1522.27
15423,216,2,223.39
15424,98,1,214.44
15425,35,4,1944.57
15426,4,5,1168.0
15428,22,3,668.97
15430,102,2,954.75
15431,137,1,153.24
15432,176,1,149.57
15434,9,6,1525.5800000000002
15437,275,1,193.29000000000002
15439,39,4,1269.05
15441,31,3,1254.21
15443,109,7,1939.02
15445,225,1,171.0
15446,11,3,406.95
15447,162,4,337.71000000000004
15448,309,1,294.17
15451,69,2,233.21
15452,25,3,1260.38
15454,253,1,128.59
15455,232,1,38.25
15456,38,7,1672.05
15458,37,1,208.79999999999998
15459,52,2,202.82999999999998
15461,95,2,429.7
15462,80,1,502.45
15465,4,15,5301.03
15466,24,3,1236.48
15468,27,1,962.97
15469,73,1,335.7
15470,210,1,63.419999999999995
15471,15,2,847.0799999999999
15473,79,1,274.8
15474,230,1,163.1
15476,15,4,2209.98
15477,284,1,368.4
15478,210,1,583.56
15479,368,1,147.4
15480,100,4,5373.5
15481,36,1,1993.34
15482,21,7,3537.6
15483,20,6,628.39
15484,175,2,1061.69
15485,8,5,3196.51
15486,162,1,102.0
15487,314,1,231.32
15488,91,4,340.6
15489,35,5,1285.3300000000002
15490,65,1,217.6
15493,24,4,2313.18
15494,113,3,2480.82
15495,14,1,246.5
15496,266,1,146.14000000000001
15497,17,7,7395.19
15498,1,19,12723.18
15499,358,1,161.6
15501,39,2,402.5
15502,3,5,3608.54
15503,361,1,120.06
15504,155,3,371.02
15506,16,3,1060.77
15509,15,1,166.51
15512,25,2,210.58
15513,0,18,12992.33
15514,14,7,2459.09
15515,22,1,171.81
15518,14,7,2276.4900000000002
15519,18,2,344.61
15521,35,8,4106.49
15523,23,15,16947.98
15524,241,1,151.4
15525,8,2,469.78
15527,29,15,3145.86
15529,1,2,1116.72
15530,147,1,311.37
15532,11,6,2190.9700000000003
15534,360,1,162.25
15535,39,2,551.42
15536,44,1,259.09
15538,172,6,3358.3999999999996
15540,10,1,247.38
15542,147,3,918.45
15543,94,1,114.98
15544,7,12,4615.72
15545,6,1,135.32999999999998
15546,241,2,1079.1000000000001
15547,11,12,5199.55
15548,230,1,158.09
15549,56,5,652.7
15550,13,8,1643.17
15551,29,6,1274.02
15552,258,1,162.4
15555,0,22,7307.18
15558,274,1,214.13
15559,203,1,1109.4
15560,32,2,153.52
15561,18,4,1133.8
15562,59,2,538.83
15563,149,3,1466.56
15564,98,2,70.74000000000001
15566,27,2,227.87
15569,25,5,2210.64
15570,4,14,5145.52
15571,21,10,3401.2
15572,15,3,1515.81
15573,253,3,599.73
15574,7,3,816.4499999999999
15575,254,1,30.1
15577,358,2,139.1
15579,18,3,953.9
15580,11,8,1381.19
15581,1,26,4114.62
15583,11,1,107.86
15584,34,2,552.39
15586,227,3,1139.1
15587,27,3,608.4000000000001
15588,312,1,579.6
15590,17,5,1496.6
15591,217,3,217.9
15595,122,1,357.6
15596,0,5,1723.45
15597,210,1,238.8
15598,62,1,307.34
15599,80,1,488.32
15600,63,4,1199.31
15601,7,17,8183.56
15602,3,8,1932.64
15603,283,1,40.0
15605,8,5,738.57
15606,25,8,2310.83
15607,178,8,1604.21
15608,50,1,692.3
15611,18,13,1405.83
15613,245,1,433.71999999999997
15614,72,4,3147.36
15615,25,24,10974.23
15616,73,1,317.11
15617,31,3,828.5500000000001
15620,44,1,389.18
15622,62,8,4143.05
