Customer ID,Recency,Frequency,Monetary,Cluster,Customer_Segment
13317,20,13,4212.411,0,Regular Customers
13319,0,34,11236.95,3,Loyal Customers
13320,69,2,679.4,0,Regular Customers
13324,63,8,3391.52,0,Regular Customers
13326,67,1,281.76,0,Regular Customers
13327,0,14,6251.71,0,Regular Customers
13329,1,7,4323.97,0,Regular Customers
13330,90,3,1665.25,0,Regular Customers
13331,36,1,262.4,0,Regular Customers
13333,46,3,1015.74,0,Regular Customers
13334,171,2,2726.93,1,Lost Customers
13337,181,1,1575.26,1,Lost Customers
13338,176,3,1958.6,1,Lost Customers
13340,52,5,11364.08,0,Regular Customers
13346,97,6,299.4,0,Regular Customers
13357,129,4,3228.41,0,Regular Customers
13359,38,1,603.75,0,Regular Customers
13360,66,4,1553.65,0,Regular Customers
13361,107,2,1450.5,0,Regular Customers
13362,13,3,2303.33,0,Regular Customers
13363,44,1,731.36,0,Regular Customers
13367,66,1,510.2000000000001,0,Regular Customers
13368,49,2,498.1,0,Regular Customers
13369,0,1,308.28000000000003,0,Regular Customers
13370,6,1,754.87,0,Regular Customers
13371,140,2,2297.66,0,Regular Customers
13373,50,3,4274.94,0,Regular Customers
13374,49,2,422.8,0,Regular Customers
13375,79,1,1013.58,0,Regular Customers
13377,31,2,1552.88,0,Regular Customers
13380,67,1,62.4,0,Regular Customers
13381,14,6,4585.06,0,Regular Customers
13382,63,4,1164.59,0,Regular Customers
13383,178,1,305.28000000000003,1,Lost Customers
13384,25,4,2528.9,0,Regular Customers
13386,49,2,835.46,0,Regular Customers
13387,52,1,189.44,0,Regular Customers
13388,238,1,508.55,1,Lost Customers
13392,312,1,91.14,1,Lost Customers
13393,218,4,1131.45,1,Lost Customers
13394,14,11,4101.68,0,Regular Customers
13395,35,2,872.51,0,Regular Customers
13397,72,5,1647.74,0,Regular Customers
13398,83,1,213.0,0,Regular Customers
13399,99,3,275.4,0,Regular Customers
13400,217,1,310.83,1,Lost Customers
13402,7,3,913.9,0,Regular Customers
13403,22,2,154.5,0,Regular Customers
13405,116,3,641.36,0,Regular Customers
13406,62,2,568.92,0,Regular Customers
13407,213,3,2244.7,1,Lost Customers
13408,6,46,23616.422,3,Loyal Customers
13410,28,4,1198.9,0,Regular Customers
13412,255,1,487.35,1,Lost Customers
13413,274,6,429.44,1,Lost Customers
13414,98,3,1103.64,0,Regular Customers
13415,107,4,800.67,0,Regular Customers
13416,371,1,228.3,1,Lost Customers
13417,182,4,1028.66,1,Lost Customers
13418,7,15,6106.17,0,Regular Customers
13421,41,6,2252.04,0,Regular Customers
13423,63,1,217.03,0,Regular Customers
13424,84,1,572.77,0,Regular Customers
13425,143,2,1779.42,1,Lost Customers
13426,17,12,4526.06,0,Regular Customers
13427,112,3,423.93,0,Regular Customers
13428,149,2,281.51,1,Lost Customers
13431,41,6,2047.14,0,Regular Customers
13432,206,2,439.1,1,Lost Customers
13433,136,4,658.3199999999999,0,Regular Customers
13434,20,3,1132.62,0,Regular Customers
13435,11,2,665.34,0,Regular Customers
13438,182,1,46.5,1,Lost Customers
13439,23,2,702.9,0,Regular Customers
13440,58,7,1295.25,0,Regular Customers
13441,66,1,424.26,0,Regular Customers
13442,302,3,419.87,1,Lost Customers
13443,83,6,1280.16,0,Regular Customers
13444,9,2,631.6800000000001,0,Regular Customers
13445,261,1,241.9,1,Lost Customers
13446,65,11,3881.89,0,Regular Customers
13448,8,9,5701.5,0,Regular Customers
13450,9,7,2076.32,0,Regular Customers
13451,16,6,4214.77,0,Regular Customers
13452,107,1,139.8,0,Regular Customers
13453,37,1,424.71,0,Regular Customers
13454,276,1,219.87,1,Lost Customers
13455,1,5,1847.59,0,Regular Customers
13457,323,2,148.22,1,Lost Customers
13458,14,2,2312.7,0,Regular Customers
13459,259,2,1160.41,1,Lost Customers
13461,42,3,2715.0,0,Regular Customers
13462,45,4,1002.35,0,Regular Customers
13464,29,5,2422.96,0,Regular Customers
13465,81,2,931.12,0,Regular Customers
13466,43,4,705.45,0,Regular Customers
13468,3,38,7685.54,3,Loyal Customers
13469,288,1,82.4,1,Lost Customers
13472,98,2,592.24,0,Regular Customers
13473,209,6,2235.12,1,Lost Customers
13474,78,2,434.2,0,Regular Customers
13476,41,3,823.0,0,Regular Customers
13477,90,5,1379.59,0,Regular Customers
13478,104,5,2215.78,0,Regular Customers
13479,87,2,550.42,0,Regular Customers
13480,51,2,627.82,0,Regular Customers
13481,9,6,2026.28,0,Regular Customers
13482,262,1,151.45,1,Lost Customers
13484,18,2,476.92,0,Regular Customers
13485,11,10,2564.98,0,Regular Customers
13487,140,2,271.47,1,Lost Customers
13488,2,11,6619.57,0,Regular Customers
13490,289,1,154.25,1,Lost Customers
13491,7,18,3350.74,0,Regular Customers
13495,3,6,3329.39,0,Regular Customers
13497,3,5,972.28,0,Regular Customers
13498,365,1,327.38,1,Lost Customers
13500,36,1,299.53,0,Regular Customers
13501,121,2,1544.79,0,Regular Customers
13502,50,2,488.5,0,Regular Customers
13503,114,5,1688.54,0,Regular Customers
13506,4,4,1180.68,0,Regular Customers
13508,277,1,176.07999999999998,1,Lost Customers
13509,142,1,135.0,1,Lost Customers
13510,10,7,2766.73,0,Regular Customers
13511,311,1,282.76,1,Lost Customers
13512,22,3,462.18,0,Regular Customers
13513,76,2,619.49,0,Regular Customers
13514,63,3,663.7,0,Regular Customers
13515,84,2,374.7,0,Regular Customers
13516,52,1,295.85,0,Regular Customers
13519,77,1,220.46,0,Regular Customers
13520,6,6,3285.05,0,Regular Customers
13523,1,2,1136.64,0,Regular Customers
13526,373,2,1182.0,1,Lost Customers
13527,53,5,2396.23,0,Regular Customers
13530,269,1,402.98,1,Lost Customers
13531,1,5,1254.72,0,Regular Customers
13534,14,10,1850.82,0,Regular Customers
13535,37,1,89.5,0,Regular Customers
13537,60,2,717.85,0,Regular Customers
13538,31,5,1831.88,0,Regular Customers
13539,55,4,938.02,0,Regular Customers
13540,102,3,632.39,0,Regular Customers
13541,62,2,785.25,0,Regular Customers
13542,11,17,4006.17,0,Regular Customers
13543,269,2,1439.61,1,Lost Customers
13544,46,4,537.59,0,Regular Customers
13545,25,2,374.64,0,Regular Customers
13546,17,2,465.15,0,Regular Customers
13547,43,1,175.53,0,Regular Customers
13548,106,1,226.58,0,Regular Customers
13549,22,1,87.6,0,Regular Customers
13550,18,1,349.51,0,Regular Customers
13551,301,1,152.39999999999998,1,Lost Customers
13552,63,10,3238.85,0,Regular Customers
13553,309,1,517.8,1,Lost Customers
13554,15,7,1638.28,0,Regular Customers
13555,13,9,4849.91,0,Regular Customers
13556,64,2,200.82,0,Regular Customers
13557,50,11,2448.2,0,Regular Customers
13559,147,2,990.0,1,Lost Customers
13561,32,10,1678.86,0,Regular Customers
13562,36,5,3038.85,0,Regular Customers
13564,3,35,15500.53,3,Loyal Customers
13565,46,1,174.57999999999998,0,Regular Customers
13566,69,3,833.41,0,Regular Customers
13567,63,4,1083.69,0,Regular Customers
13569,2,3,520.03,0,Regular Customers
13571,17,14,2454.2200000000003,0,Regular Customers
13573,14,4,622.07,0,Regular Customers
13574,46,1,421.25,0,Regular Customers
13576,8,11,4834.400000000001,0,Regular Customers
13577,17,7,1801.68,0,Regular Customers
13578,44,1,147.66,0,Regular Customers
13579,4,4,1072.0,0,Regular Customers
13580,41,1,107.75,0,Regular Customers
13581,49,1,162.53,0,Regular Customers
13582,24,2,241.68,0,Regular Customers
13583,314,1,664.001,1,Lost Customers
13584,133,2,250.05,0,Regular Customers
13585,165,3,684.54,1,Lost Customers
13586,176,1,131.53,1,Lost Customers
13587,84,3,961.1,0,Regular Customers
13589,84,4,741.09,0,Regular Customers
13590,10,12,4367.67,0,Regular Customers
13591,70,4,976.81,0,Regular Customers
13593,22,9,3486.61,0,Regular Customers
13594,120,1,136.35000000000002,0,Regular Customers
13595,151,3,818.22,1,Lost Customers
13597,35,2,396.71,0,Regular Customers
13598,130,4,609.42,0,Regular Customers
13599,1,14,5013.96,0,Regular Customers
13600,269,1,298.9,1,Lost Customers
13601,27,2,491.82,0,Regular Customers
13602,16,3,596.28,0,Regular Customers
13604,293,1,717.62,1,Lost Customers
13605,22,2,522.67,0,Regular Customers
13607,37,1,400.3,0,Regular Customers
13608,175,1,236.2,1,Lost Customers
13609,228,1,167.35,1,Lost Customers
13610,22,7,1044.0,0,Regular Customers
13611,9,7,2147.73,0,Regular Customers
13612,267,1,818.29,1,Lost Customers
13613,87,5,1039.85,0,Regular Customers
13614,28,2,748.73,0,Regular Customers
13615,34,7,5854.84,0,Regular Customers
13616,203,2,288.1,1,Lost Customers
13617,43,5,734.57,0,Regular Customers
13619,179,2,231.69,1,Lost Customers
13620,163,1,112.34,1,Lost Customers
13622,331,1,658.95,1,Lost Customers
13623,15,5,1818.71,0,Regular Customers
13624,23,1,462.08,0,Regular Customers
13625,231,1,301.26,1,Lost Customers
13626,14,1,449.81,0,Regular Customers
13627,123,2,607.43,0,Regular Customers
13628,311,1,310.14,1,Lost Customers
13629,48,8,5578.5,0,Regular Customers
13632,29,3,1526.88,0,Regular Customers
13634,9,11,3498.31,0,Regular Customers
13635,77,3,1928.13,0,Regular Customers
13639,71,1,312.93,0,Regular Customers
13640,246,1,405.0,1,Lost Customers
13641,275,5,1016.47,1,Lost Customers
13642,67,3,159.92,0,Regular Customers
13643,17,7,1637.33,0,Regular Customers
13646,34,2,326.25,0,Regular Customers
13647,129,4,1393.56,0,Regular Customers
13648,35,8,1764.02,0,Regular Customers
13649,1,5,1332.28,0,Regular Customers
13650,9,4,1451.66,0,Regular Customers
13651,16,1,132.65,0,Regular Customers
13652,3,3,1475.77,0,Regular Customers
13653,122,1,152.2,0,Regular Customers
13654,15,5,3600.67,0,Regular Customers
13655,9,4,1347.54,0,Regular Customers
13656,134,2,699.2,0,Regular Customers
13658,18,4,3386.33,0,Regular Customers
13659,51,10,3321.68,0,Regular Customers
13660,35,1,314.59,0,Regular Customers
13661,238,1,325.24,1,Lost Customers
13662,20,8,1352.35,0,Regular Customers
13663,15,4,1858.04,0,Regular Customers
13665,21,3,1711.66,0,Regular Customers
13666,55,2,43.25,0,Regular Customers
13668,18,14,6726.35,0,Regular Customers
13669,42,1,195.0,0,Regular Customers
13671,29,1,194.95,0,Regular Customers
13672,365,1,233.53000000000003,1,Lost Customers
13674,67,1,240.68,0,Regular Customers
13676,174,2,243.9,1,Lost Customers
13677,39,2,556.1899999999999,0,Regular Customers
13679,128,3,281.26,0,Regular Customers
13680,106,8,7713.25,0,Regular Customers
13683,92,1,258.6,0,Regular Customers
13684,25,3,529.75,0,Regular Customers
13686,15,2,337.04,0,Regular Customers
13687,73,1,11880.84,0,Regular Customers
13688,270,1,375.5,1,Lost Customers
13689,79,1,349.5,0,Regular Customers
13691,31,1,212.78,0,Regular Customers
13692,43,2,1626.08,0,Regular Customers
13693,9,9,2011.82,0,Regular Customers
13694,8,94,131443.19,2,VIP Customers
13695,212,1,266.6,1,Lost Customers
13696,56,3,2020.4,0,Regular Customers
13698,231,2,465.53,1,Lost Customers
13699,185,1,455.57,1,Lost Customers
13700,52,3,348.34,0,Regular Customers
13701,81,1,161.0,0,Regular Customers
13702,80,1,135.18,0,Regular Customers
13703,50,1,326.06,0,Regular Customers
13705,8,5,1323.47,0,Regular Customers
13706,261,1,300.38,1,Lost Customers
13707,64,3,2559.45,0,Regular Customers
13709,81,5,1263.7,0,Regular Customers
13710,58,2,329.04,0,Regular Customers
13711,41,7,1540.2,0,Regular Customers
13712,245,1,537.58,1,Lost Customers
13713,43,3,743.26,0,Regular Customers
13714,100,1,161.35,0,Regular Customers
13715,7,13,7403.95,0,Regular Customers
13717,92,2,318.29,0,Regular Customers
13719,28,6,1773.57,0,Regular Customers
13721,30,1,217.4,0,Regular Customers
13722,55,7,3260.0,0,Regular Customers
13723,27,5,1009.35,0,Regular Customers
13724,272,1,213.01,1,Lost Customers
13727,246,6,746.57,1,Lost Customers
13728,22,10,1839.03,0,Regular Customers
13729,70,3,724.73,0,Regular Customers
13733,45,2,487.03,0,Regular Customers
13734,143,4,6701.640000000001,0,Regular Customers
13735,11,9,6927.9800000000005,0,Regular Customers
13736,60,5,2034.31,0,Regular Customers
13738,31,1,440.93,0,Regular Customers
13739,162,1,75.3,1,Lost Customers
13740,50,4,1247.02,0,Regular Customers
13745,181,1,477.32,1,Lost Customers
13746,48,1,176.69,0,Regular Customers
13747,8,2,169.79999999999998,0,Regular Customers
13748,8,5,1320.1,0,Regular Customers
13750,15,6,1954.92,0,Regular Customers
13752,162,1,404.4500000000001,1,Lost Customers
13753,233,3,1353.31,1,Lost Customers
13754,72,1,164.45000000000002,0,Regular Customers
13756,2,10,4017.980000000001,0,Regular Customers
13757,309,1,195.55,1,Lost Customers
13758,1,10,6226.43,0,Regular Customers
13760,39,3,1076.85,0,Regular Customers
13761,137,4,881.52,0,Regular Customers
13762,228,4,2165.76,1,Lost Customers
13763,52,2,3502.48,0,Regular Customers
13764,204,3,1431.5,1,Lost Customers
13765,288,1,352.821,1,Lost Customers
13766,130,1,190.35,0,Regular Customers
13767,4,39,18320.17,3,Loyal Customers
13768,361,2,875.97,1,Lost Customers
13769,2,11,3003.9100000000003,0,Regular Customers
13770,57,4,785.37,0,Regular Customers
13771,168,5,3094.37,1,Lost Customers
13772,35,5,1982.09,0,Regular Customers
13773,31,2,301.54,0,Regular Customers
13775,225,1,1049.66,1,Lost Customers
13776,63,2,623.98,0,Regular Customers
13777,1,37,30501.26,3,Loyal Customers
13778,126,3,945.79,0,Regular Customers
13779,150,1,161.13,1,Lost Customers
13780,42,1,375.81,0,Regular Customers
13781,227,2,650.99,1,Lost Customers
13782,88,7,881.72,0,Regular Customers
13783,122,4,1542.09,0,Regular Customers
13784,69,3,447.44,0,Regular Customers
13785,63,4,542.49,0,Regular Customers
13786,2,6,3128.54,0,Regular Customers
13787,93,4,913.46,0,Regular Customers
13788,140,1,3.75,1,Lost Customers
13789,23,1,239.46,0,Regular Customers
13792,57,1,188.4,0,Regular Customers
13793,281,1,96.0,1,Lost Customers
13794,181,1,126.03,1,Lost Customers
13795,23,4,836.3,0,Regular Customers
13796,134,1,289.7,0,Regular Customers
13797,71,3,1179.45,0,Regular Customers
13798,7,54,38683.02,3,Loyal Customers
13799,79,7,2114.71,0,Regular Customers
13800,65,2,1121.24,0,Regular Customers
13802,9,16,21659.69,0,Regular Customers
13803,66,2,1061.84,0,Regular Customers
13804,70,2,572.73,0,Regular Customers
13807,2,3,422.2,0,Regular Customers
13809,29,2,524.65,0,Regular Customers
13813,162,4,1398.61,1,Lost Customers
13814,162,1,678.2,1,Lost Customers
13815,41,4,3448.38,0,Regular Customers
13818,64,1,61.28,0,Regular Customers
13819,304,3,1502.0,1,Lost Customers
13820,53,3,660.65,0,Regular Customers
13821,28,4,1025.09,0,Regular Customers
13823,15,5,2445.79,0,Regular Customers
13824,14,7,1615.82,0,Regular Customers
13825,256,2,255.59,1,Lost Customers
13829,56,1,102.0,0,Regular Customers
13830,216,1,156.85000000000002,1,Lost Customers
13831,4,13,4820.59,0,Regular Customers
13832,57,1,561.49,0,Regular Customers
13833,39,1,316.56,0,Regular Customers
13834,211,2,324.19,1,Lost Customers
13835,154,3,260.7,1,Lost Customers
13836,34,2,620.37,0,Regular Customers
13838,4,7,1274.36,0,Regular Customers
13839,121,1,139.95000000000002,0,Regular Customers
13840,51,1,651.4,0,Regular Customers
13842,1,10,2244.29,0,Regular Customers
13843,16,1,319.75,0,Regular Customers
13846,34,1,442.73,0,Regular Customers
13847,354,1,310.72,1,Lost Customers
13848,1,6,2080.0,0,Regular Customers
13849,32,3,1931.35,0,Regular Customers
13851,14,5,1955.0,0,Regular Customers
13852,245,1,187.35,1,Lost Customers
13854,0,15,4144.44,0,Regular Customers
13855,135,4,1310.34,0,Regular Customers
13856,98,8,753.53,0,Regular Customers
13857,28,6,1001.01,0,Regular Customers
13859,164,1,314.7,1,Lost Customers
13861,64,2,273.26,0,Regular Customers
13862,24,1,346.73,0,Regular Customers
13863,100,3,933.77,0,Regular Customers
13864,21,1,662.4000000000001,0,Regular Customers
13869,16,6,5006.62,0,Regular Customers
13870,22,7,2941.14,0,Regular Customers
13871,63,4,1482.6,0,Regular Customers
13872,162,3,919.57,1,Lost Customers
13873,18,5,649.32,0,Regular Customers
13874,139,6,1508.7,0,Regular Customers
13875,22,9,3027.58,0,Regular Customers
13877,105,2,332.44,0,Regular Customers
13878,182,3,1191.53,1,Lost Customers
13879,280,1,395.5,1,Lost Customers
13880,2,5,1171.89,0,Regular Customers
13881,10,23,28019.58,3,Loyal Customers
13883,38,10,3885.54,0,Regular Customers
13884,11,5,1100.88,0,Regular Customers
13888,39,5,1563.42,0,Regular Customers
13889,17,5,1574.3300000000002,0,Regular Customers
13890,9,4,1043.57,0,Regular Customers
13891,13,3,863.5600000000001,0,Regular Customers
13892,112,2,634.68,0,Regular Customers
13895,150,2,1415.45,1,Lost Customers
13896,260,1,388.55,1,Lost Customers
13897,73,2,849.56,0,Regular Customers
13898,46,1,530.47,0,Regular Customers
13900,24,3,869.64,0,Regular Customers
13901,9,10,2809.14,0,Regular Customers
13902,267,5,34095.26,1,Lost Customers
13903,35,1,165.45000000000002,0,Regular Customers
13905,367,1,312.65,1,Lost Customers
13906,44,1,42.0,0,Regular Customers
13907,326,1,136.8,1,Lost Customers
13909,58,2,286.6,0,Regular Customers
13911,14,11,1654.08,0,Regular Customers
13912,58,1,124.95,0,Regular Customers
13913,141,1,42.22,1,Lost Customers
13915,29,1,70.80000000000001,0,Regular Customers
13916,98,4,1275.81,0,Regular Customers
13919,59,2,975.87,0,Regular Customers
13920,66,4,1774.68,0,Regular Customers
13921,37,4,730.7,0,Regular Customers
13922,72,2,692.95,0,Regular Customers
13927,72,1,359.27,0,Regular Customers
13929,51,9,2651.45,0,Regular Customers
13931,27,9,4019.85,0,Regular Customers
13935,231,3,6116.92,1,Lost Customers
13936,17,2,563.08,0,Regular Customers
13937,37,1,721.28,0,Regular Customers
13939,66,4,992.41,0,Regular Customers
13941,7,11,6009.34,0,Regular Customers
13942,169,1,320.0,1,Lost Customers
13943,212,1,246.54,1,Lost Customers
13944,288,1,200.43,1,Lost Customers
13945,29,2,854.15,0,Regular Customers
13946,11,3,1314.66,0,Regular Customers
13948,46,3,446.76,0,Regular Customers
13952,15,12,9572.45,0,Regular Customers
13953,44,5,3125.0,0,Regular Customers
13955,10,1,222.21,0,Regular Customers
13957,52,3,458.25,0,Regular Customers
13958,14,8,4709.2300000000005,0,Regular Customers
13959,34,3,477.98,0,Regular Customers
13961,27,1,538.4,0,Regular Customers
13962,70,1,193.25,0,Regular Customers
13963,2,14,2347.33,0,Regular Customers
13964,22,2,438.9,0,Regular Customers
13965,111,3,996.61,0,Regular Customers
13966,70,1,390.86,0,Regular Customers
13967,31,1,85.6,0,Regular Customers
13968,58,1,123.66,0,Regular Customers
13969,0,18,4311.93,0,Regular Customers
13970,21,2,846.55,0,Regular Customers
13971,58,6,1909.31,0,Regular Customers
13974,217,1,264.13,1,Lost Customers
13975,28,6,2832.56,0,Regular Customers
13976,141,3,834.38,0,Regular Customers
13977,46,1,519.8100000000001,0,Regular Customers
13979,28,6,2546.36,0,Regular Customers
13980,74,4,599.78,0,Regular Customers
13981,50,1,331.14,0,Regular Customers
13982,0,6,2573.78,0,Regular Customers
13983,1,10,4505.02,0,Regular Customers
13984,1,8,1128.09,0,Regular Customers
13985,9,7,2960.73,0,Regular Customers
13987,14,2,682.54,0,Regular Customers
13988,18,2,609.84,0,Regular Customers
13989,99,3,759.98,0,Regular Customers
13992,15,2,142.7,0,Regular Customers
13993,14,10,3309.35,0,Regular Customers
13995,14,9,2508.32,0,Regular Customers
13996,21,2,895.76,0,Regular Customers
13997,154,3,382.31,1,Lost Customers
13998,81,3,566.7,0,Regular Customers
13999,9,17,5600.45,0,Regular Customers
14000,49,4,1410.68,0,Regular Customers
14001,8,7,2487.01,0,Regular Customers
14003,367,1,209.41,1,Lost Customers
14004,28,4,1675.81,0,Regular Customers
14006,163,4,1234.48,1,Lost Customers
14007,147,1,79.48,1,Lost Customers
14008,67,1,509.04,0,Regular Customers
14009,97,1,404.3,0,Regular Customers
14010,200,2,445.15,1,Lost Customers
14011,115,2,457.82,0,Regular Customers
14013,15,2,611.5500000000001,0,Regular Customers
14014,11,2,1443.03,0,Regular Customers
14016,31,7,7062.2,0,Regular Customers
14017,206,1,229.75,1,Lost Customers
14018,280,1,367.15,1,Lost Customers
14020,111,2,606.21,0,Regular Customers
14021,9,4,1084.68,0,Regular Customers
14022,121,1,352.15000000000003,0,Regular Customers
14024,25,1,318.04,0,Regular Customers
14025,99,8,4057.9,0,Regular Customers
14026,105,2,713.11,0,Regular Customers
14028,185,3,10396.5,1,Lost Customers
14030,1,14,5902.2,0,Regular Customers
14031,0,27,23712.31,3,Loyal Customers
14032,1,6,1874.68,0,Regular Customers
14033,190,1,109.44,1,Lost Customers
14035,41,4,1428.7,0,Regular Customers
14037,113,4,689.75,0,Regular Customers
14038,32,2,1509.5,0,Regular Customers
14039,210,1,115.08,1,Lost Customers
14040,21,23,9030.65,0,Regular Customers
14042,360,1,431.98,1,Lost Customers
14043,126,2,304.25,0,Regular Customers
14044,53,6,2470.28,0,Regular Customers
14045,8,13,9653.28,0,Regular Customers
14047,7,10,2946.42,0,Regular Customers
14048,17,2,338.76,0,Regular Customers
14049,22,9,7557.309999999999,0,Regular Customers
14051,1,15,6823.610000000001,0,Regular Customers
14052,25,1,255.45,0,Regular Customers
14053,32,2,312.05,0,Regular Customers
14055,212,2,795.3199999999999,1,Lost Customers
14057,16,5,2190.88,0,Regular Customers
14058,97,2,469.19,0,Regular Customers
14060,1,13,3378.66,0,Regular Customers
14061,142,3,917.43,1,Lost Customers
14062,9,12,15139.35,0,Regular Customers
14063,73,9,22710.2,0,Regular Customers
14064,65,10,1978.68,0,Regular Customers
14065,24,3,891.02,0,Regular Customers
14068,238,3,1262.52,1,Lost Customers
14069,149,2,230.06,1,Lost Customers
14070,319,1,326.55,1,Lost Customers
14072,301,1,390.85,1,Lost Customers
14074,258,1,219.4,1,Lost Customers
14075,38,3,792.61,0,Regular Customers
14077,30,1,115.66,0,Regular Customers
14078,8,4,643.26,0,Regular Customers
14079,317,1,243.63,1,Lost Customers
14080,48,4,1070.08,0,Regular Customers
14081,4,9,4435.58,0,Regular Customers
14082,27,1,231.11,0,Regular Customers
14083,6,3,388.83,0,Regular Customers
14084,147,1,150.5,1,Lost Customers
14085,3,16,5656.43,0,Regular Customers
14086,97,1,39.95,0,Regular Customers
14087,39,2,651.8,0,Regular Customers
14088,41,3,13544.99,0,Regular Customers
14091,289,2,9530.08,1,Lost Customers
14092,9,10,3152.54,0,Regular Customers
14094,74,1,335.22,0,Regular Customers
14095,357,1,2.95,1,Lost Customers
14097,116,2,422.86,0,Regular Customers
14099,10,9,2661.54,0,Regular Customers
14101,23,7,3985.14,0,Regular Customers
14104,24,3,555.37,0,Regular Customers
14105,43,4,4722.6,0,Regular Customers
14106,372,1,214.8,1,Lost Customers
14107,83,4,2174.07,0,Regular Customers
14108,366,2,447.05,1,Lost Customers
14110,70,21,7304.8,0,Regular Customers
14112,86,6,2919.44,0,Regular Customers
14113,10,12,5252.1900000000005,0,Regular Customers
14114,30,5,977.56,0,Regular Customers
14115,136,2,622.6700000000001,0,Regular Customers
14118,63,1,458.45,0,Regular Customers
14119,10,2,183.37,0,Regular Customers
14122,41,3,362.42,0,Regular Customers
14123,368,1,436.18,1,Lost Customers
14126,79,1,466.33,0,Regular Customers
14127,15,3,1190.37,0,Regular Customers
14128,186,1,286.71,1,Lost Customers
14129,34,4,1467.48,0,Regular Customers
14130,10,3,1398.81,0,Regular Customers
14131,283,1,187.87,1,Lost Customers
14133,368,1,305.5,1,Lost Customers
14134,17,15,11123.35,0,Regular Customers
14135,2,11,4953.61,0,Regular Customers
14136,35,5,1570.81,0,Regular Customers
14137,330,1,332.7,1,Lost Customers
14139,125,3,670.98,0,Regular Customers
14142,8,2,671.34,0,Regular Customers
14144,121,1,30.6,0,Regular Customers
14145,94,3,3857.85,0,Regular Customers
14146,18,7,5259.3,0,Regular Customers
14147,23,7,2106.8,0,Regular Customers
14148,49,1,309.09000000000003,0,Regular Customers
14151,308,2,679.45,1,Lost Customers
14152,22,5,1376.05,0,Regular Customers
14153,118,1,233.4,0,Regular Customers
14154,16,6,5115.08,0,Regular Customers
14156,6,102,196566.74,2,VIP Customers
14157,24,3,569.9,0,Regular Customers
14159,14,9,3245.0,0,Regular Customers
14160,245,7,8421.47,1,Lost Customers
14161,4,5,2208.36,0,Regular Customers
14163,97,1,148.71,0,Regular Customers
14166,140,2,256.85,1,Lost Customers
14167,99,4,721.65,0,Regular Customers
14168,55,2,370.45,0,Regular Customers
14169,65,2,624.4300000000001,0,Regular Customers
14170,10,3,597.33,0,Regular Customers
14171,365,1,135.0,1,Lost Customers
14172,240,3,402.72,1,Lost Customers
14173,276,2,135.16,1,Lost Customers
14175,53,5,4456.58,0,Regular Customers
14176,2,2,339.11,0,Regular Customers
14177,16,9,1669.93,0,Regular Customers
14180,7,9,1570.73,0,Regular Customers
14181,45,2,310.55,0,Regular Customers
14182,78,4,678.77,0,Regular Customers
14183,46,2,286.29,0,Regular Customers
14186,62,5,1550.63,0,Regular Customers
14187,108,1,123.5,0,Regular Customers
14189,3,2,1160.31,0,Regular Customers
14190,301,1,79.9,1,Lost Customers
14191,29,2,132.9,0,Regular Customers
14192,23,1,293.74,0,Regular Customers
14193,31,1,356.8,0,Regular Customers
14194,27,15,7321.07,0,Regular Customers
14195,74,4,1603.6,0,Regular Customers
14197,45,1,390.05,0,Regular Customers
14198,35,5,868.33,0,Regular Customers
14199,58,3,906.3,0,Regular Customers
14200,252,1,379.2,1,Lost Customers
14201,44,3,446.1,0,Regular Customers
14202,16,3,847.76,0,Regular Customers
14203,32,1,339.34,0,Regular Customers
14204,57,3,901.93,0,Regular Customers
14205,29,7,1947.5,0,Regular Customers
14206,23,2,856.85,0,Regular Customers
14207,322,1,157.8,1,Lost Customers
14208,186,1,415.31,1,Lost Customers
14209,20,9,2919.84,0,Regular Customers
14210,6,11,3955.68,0,Regular Customers
14211,46,9,2161.19,0,Regular Customers
14212,80,1,1119.66,0,Regular Customers
14213,39,1,1192.2,0,Regular Customers
14215,3,4,1626.61,0,Regular Customers
14216,49,1,310.74,0,Regular Customers
14217,1,7,1411.91,0,Regular Customers
14219,44,2,543.89,0,Regular Customers
14220,202,2,882.5999999999999,1,Lost Customers
14221,84,8,3084.69,0,Regular Customers
14224,25,5,847.78,0,Regular Customers
14225,69,4,2037.02,0,Regular Customers
14226,76,1,770.34,0,Regular Customers
14227,49,5,3017.75,0,Regular Customers
14228,72,3,745.5,0,Regular Customers
14229,38,4,1046.84,0,Regular Customers
14230,70,3,979.8,0,Regular Customers
14231,85,1,309.91,0,Regular Customers
14233,100,3,1441.55,0,Regular Customers
14235,133,4,1573.13,0,Regular Customers
14236,7,4,1253.78,0,Regular Customers
14237,8,2,471.14,0,Regular Customers
14238,297,2,287.38,1,Lost Customers
14239,66,10,1882.32,0,Regular Customers
14240,58,1,357.15,0,Regular Customers
14241,331,1,120.0,1,Lost Customers
14243,0,8,4842.28,0,Regular Customers
14244,295,1,366.42,1,Lost Customers
14247,39,4,635.89,0,Regular Customers
14248,94,2,730.37,0,Regular Customers
14249,45,12,5625.461,0,Regular Customers
14252,16,1,350.99,0,Regular Customers
14253,128,2,363.4,0,Regular Customers
14254,67,1,601.03,0,Regular Customers
14255,181,1,1000.63,1,Lost Customers
14256,126,3,1504.93,0,Regular Customers
14257,15,4,2854.73,0,Regular Customers
14258,30,16,19381.36,0,Regular Customers
